Record ID,Sample ID,Age reported (Ma),Granite type,Geological Group ID,Geological Group Name,Reference ID,Citation key,Geological group,Geological Group Name_S2,Province / Region,Parent Geological Unit or Included Subunit(s),Group Type,Grouping Rationale,Confidence Level,Number of Samples,Reference ID(s),Reference-connected block,Reference ID normalized
R0452,C93-1,240 Ma,S,GG0038,Zhuguangshan,REF0041,REF0041,GG0038,Zhuguangshan,Guangdong,,Composite or parent geological unit,Related subunits are consolidated under the named Zhuguangshan parent unit so genetically and spatially related samples remain in one validation group.,Medium,222,REF0012; REF0016; REF0019; REF0020; REF0029; REF0034; REF0039; REF0041; REF0046; REF0049; REF0052,RCB0030,REF0012; REF0016; REF0019; REF0020; REF0029; REF0034; REF0039; REF0041; REF0046; REF0049; REF0052
R0453,C95,240 Ma,S,GG0038,Zhuguangshan,REF0041,REF0041,GG0038,Zhuguangshan,Guangdong,,Composite or parent geological unit,Related subunits are consolidated under the named Zhuguangshan parent unit so genetically and spatially related samples remain in one validation group.,Medium,222,REF0012; REF0016; REF0019; REF0020; REF0029; REF0034; REF0039; REF0041; REF0046; REF0049; REF0052,RCB0030,REF0012; REF0016; REF0019; REF0020; REF0029; REF0034; REF0039; REF0041; REF0046; REF0049; REF0052
R0454,C64,240 Ma,S,GG0038,Zhuguangshan,REF0041,REF0041,GG0038,Zhuguangshan,Guangdong,,Composite or parent geological unit,Related subunits are consolidated under the named Zhuguangshan parent unit so genetically and spatially related samples remain in one validation group.,Medium,222,REF0012; REF0016; REF0019; REF0020; REF0029; REF0034; REF0039; REF0041; REF0046; REF0049; REF0052,RCB0030,REF0012; REF0016; REF0019; REF0020; REF0029; REF0034; REF0039; REF0041; REF0046; REF0049; REF0052
R0455,C68,240 Ma,S,GG0038,Zhuguangshan,REF0041,REF0041,GG0038,Zhuguangshan,Guangdong,,Composite or parent geological unit,Related subunits are consolidated under the named Zhuguangshan parent unit so genetically and spatially related samples remain in one validation group.,Medium,222,REF0012; REF0016; REF0019; REF0020; REF0029; REF0034; REF0039; REF0041; REF0046; REF0049; REF0052,RCB0030,REF0012; REF0016; REF0019; REF0020; REF0029; REF0034; REF0039; REF0041; REF0046; REF0049; REF0052
R0456,C69,240 Ma,S,GG0038,Zhuguangshan,REF0041,REF0041,GG0038,Zhuguangshan,Guangdong,,Composite or parent geological unit,Related subunits are consolidated under the named Zhuguangshan parent unit so genetically and spatially related samples remain in one validation group.,Medium,222,REF0012; REF0016; REF0019; REF0020; REF0029; REF0034; REF0039; REF0041; REF0046; REF0049; REF0052,RCB0030,REF0012; REF0016; REF0019; REF0020; REF0029; REF0034; REF0039; REF0041; REF0046; REF0049; REF0052
R0457,JCP1,120–140 Ma,S,GG0021,Miao'ershan,REF0042,REF0042,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
R0458,BT07-3,120–140 Ma,S,GG0021,Miao'ershan,REF0042,REF0042,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
R0459,BT07-4,120–140 Ma,S,GG0021,Miao'ershan,REF0042,REF0042,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
R0460,BT07-5,120–140 Ma,S,GG0021,Miao'ershan,REF0042,REF0042,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
R0461,BT07-6,120–140 Ma,S,GG0021,Miao'ershan,REF0042,REF0042,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
R0462,BT07-7,120–140 Ma,S,GG0021,Miao'ershan,REF0042,REF0042,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
R0463,JD218-3,120–140 Ma,S,GG0021,Miao'ershan,REF0042,REF0042,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
R0464,JCP3,120–140 Ma,S,GG0021,Miao'ershan,REF0042,REF0042,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
R0465,JCP6,120–140 Ma,S,GG0021,Miao'ershan,REF0042,REF0042,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
R0466,JCP7,120–140 Ma,S,GG0021,Miao'ershan,REF0042,REF0042,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
R0467,ZK16-14,120–140 Ma,S,GG0021,Miao'ershan,REF0042,REF0042,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
R0468,ZK31-13,120–140 Ma,S,GG0021,Miao'ershan,REF0042,REF0042,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
R0469,ZK86-11,120–140 Ma,S,GG0021,Miao'ershan,REF0042,REF0042,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
R0470,ZK15-51,120–140 Ma,S,GG0021,Miao'ershan,REF0042,REF0042,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
R0471,ZK15-52,120–140 Ma,S,GG0021,Miao'ershan,REF0042,REF0042,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
R0472,ZK31-31,120–140 Ma,S,GG0021,Miao'ershan,REF0042,REF0042,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
R0473,D511-1,120–140 Ma,S,GG0021,Miao'ershan,REF0042,REF0042,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
R0474,D813-1,120–140 Ma,S,GG0021,Miao'ershan,REF0042,REF0042,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
R0475,DS14-1,120–140 Ma,S,GG0021,Miao'ershan,REF0042,REF0042,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
R0476,DIZIs-1,120–140 Ma,S,GG0021,Miao'ershan,REF0042,REF0042,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
R0477,DW4-1,120–140 Ma,S,GG0021,Miao'ershan,REF0042,REF0042,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
R0478,06MES-10A,204–215 Ma,S,GG0021,Miao'ershan,REF0043,REF0043,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
R0479,06MES-10B,204–215 Ma,S,GG0021,Miao'ershan,REF0043,REF0043,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
R0480,06MES-11A,204–215 Ma,S,GG0021,Miao'ershan,REF0043,REF0043,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
R0481,06MES-13A,204–215 Ma,S,GG0021,Miao'ershan,REF0043,REF0043,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
R0482,06MES-13B,204–215 Ma,S,GG0021,Miao'ershan,REF0043,REF0043,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
R0483,06MES-14A,204–215 Ma,S,GG0021,Miao'ershan,REF0043,REF0043,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
R0484,06MES-14B,204–215 Ma,S,GG0021,Miao'ershan,REF0043,REF0043,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
R0485,06MES-14C,204–215 Ma,S,GG0021,Miao'ershan,REF0043,REF0043,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
